Pais,Encuesta,access_right,Ronda armonizada BID,Total,year,availability,person
CHL,CASEN,,m11_m12,9,1991,,
CHL,CASEN,,m11_m12,9,1992,1.0,
CHL,CASEN,,m11_m12,9,1993,,
CHL,CASEN,,m11_m12,9,1994,1.0,
CHL,CASEN,,m11_m12,9,1995,,
CHL,CASEN,,m11_m12,9,1996,1.0,
CHL,CASEN,,m11_m12,9,1997,,
CHL,CASEN,,m11_m12,9,1998,1.0,
CHL,CASEN,,m11_m12,9,1999,,
CHL,CASEN,,m11_m12,9,2000,1.0,
CHL,CASEN,,m11_m12,9,2001,,
CHL,CASEN,,m11_m12,9,2002,,
CHL,CASEN,,m11_m12,9,2003,1.0,
CHL,CASEN,,m11_m12,9,2004,,
CHL,CASEN,,m11_m12,9,2005,,
CHL,CASEN,,m11_m12,9,2006,1.0,
CHL,CASEN,,m11_m12,9,2007,,
CHL,CASEN,,m11_m12,9,2008,,
CHL,CASEN,,m11_m12,9,2009,1.0,
CHL,CASEN,,m11_m12,9,2010,,
CHL,CASEN,,m11_m12,9,2011,,
CHL,CASEN,,m11_m12,9,2012,,
CHL,CASEN,,m11_m12,9,2013,,
CHL,CASEN,,m11_m12,9,2014,,
CHL,CASEN,,m11_m12,9,2015,,
CHL,CASEN,,m11_m12,9,2016,,
CHL,CASEN,,m11_m12,9,2017,,
CHL,CASEN,,m11_m12,9,2018,,
CHL,CASEN,,m11_m12,9,2019,,
CHL,CASEN,,m11_m12,9,2020,,
CHL,CASEN,,m11_m12,9,2021,,
CHL,CASEN,,m11_m12,9,2022,,
CHL,CASEN,,m11_m12_m1,5,1986,,
CHL,CASEN,,m11_m12_m1,5,1989,,
CHL,CASEN,,m11_m12_m1,5,1990,,
CHL,CASEN,,m11_m12_m1,5,1991,,
CHL,CASEN,,m11_m12_m1,5,1992,,
CHL,CASEN,,m11_m12_m1,5,1993,,
CHL,CASEN,,m11_m12_m1,5,1994,,
CHL,CASEN,,m11_m12_m1,5,1995,,
CHL,CASEN,,m11_m12_m1,5,1996,,
CHL,CASEN,,m11_m12_m1,5,1997,,
CHL,CASEN,,m11_m12_m1,5,1998,,
CHL,CASEN,,m11_m12_m1,5,1999,,
CHL,CASEN,,m11_m12_m1,5,2000,,
CHL,CASEN,,m11_m12_m1,5,2001,,
CHL,CASEN,,m11_m12_m1,5,2002,,
CHL,CASEN,,m11_m12_m1,5,2003,,
CHL,CASEN,,m11_m12_m1,5,2004,,
CHL,CASEN,,m11_m12_m1,5,2005,,
CHL,CASEN,,m11_m12_m1,5,2006,,
CHL,CASEN,,m11_m12_m1,5,2007,,
CHL,CASEN,,m11_m12_m1,5,2008,,
CHL,CASEN,,m11_m12_m1,5,2009,,
CHL,CASEN,,m11_m12_m1,5,2010,,
CHL,CASEN,,m11_m12_m1,5,2011,1.0,
CHL,CASEN,,m11_m12_m1,5,2012,,
CHL,CASEN,,m11_m12_m1,5,2013,1.0,
CHL,CASEN,,m11_m12_m1,5,2014,,
CHL,CASEN,,m11_m12_m1,5,2015,1.0,
CHL,CASEN,,m11_m12_m1,5,2016,,
CHL,CASEN,,m11_m12_m1,5,2017,1.0,
CHL,CASEN,,m11_m12_m1,5,2018,,
CHL,CASEN,,m11_m12_m1,5,2019,,
CHL,CASEN,,m11_m12_m1,5,2020,1.0,
CHL,CASEN,,m11_m12_m1,5,2021,,
CHL,CASEN,,m11_m12_m1,5,2022,1.0,Davidv2
COL,ENH-FT,,m9,12,1986,,
COL,ENH-FT,,m9,12,1989,1.0,
COL,ENH-FT,,m9,12,1990,1.0,
COL,ENH-FT,,m9,12,1991,1.0,
COL,ENH-FT,,m9,12,1992,1.0,
COL,ENH-FT,,m9,12,1993,1.0,
COL,ENH-FT,,m9,12,1994,1.0,
COL,ENH-FT,,m9,12,1995,1.0,
COL,ENH-FT,,m9,12,1996,1.0,
COL,ENH-FT,,m9,12,1997,1.0,
COL,ENH-FT,,m9,12,1998,1.0,
COL,ENH-FT,,m9,12,1999,1.0,
COL,ENH-FT,,m9,12,2000,1.0,
COL,ENH-FT,,m9,12,2001,,
COL,ENH-FT,,m9,12,2002,,
COL,ENH-FT,,m9,12,2003,,
COL,ENH-FT,,m9,12,2004,,
COL,ENH-FT,,m9,12,2005,,
COL,ENH-FT,,m9,12,2006,,
COL,ENH-FT,,m9,12,2007,,
COL,ENH-FT,,m9,12,2008,,
COL,ENH-FT,,m9,12,2009,,
COL,ENH-FT,,m9,12,2010,,
COL,ENH-FT,,m9,12,2011,,
COL,ENH-FT,,m9,12,2012,,
COL,ENH-FT,,m9,12,2013,,
COL,ENH-FT,,m9,12,2014,,
COL,ENH-FT,,m9,12,2015,,
COL,ENH-FT,,m9,12,2016,,
COL,ENH-FT,,m9,12,2017,,
COL,ENH-FT,,m9,12,2018,,
COL,ENH-FT,,m9,12,2019,,
COL,ENH-FT,,m9,12,2020,,
COL,ENH-FT,,m9,12,2021,,
COL,ENH-FT,,m9,12,2022,,
COL,ECH,public,t3,5,1986,,
COL,ECH,public,t3,5,1989,,
COL,ECH,public,t3,5,1990,,
COL,ECH,public,t3,5,1991,,
COL,ECH,public,t3,5,1992,,
COL,ECH,public,t3,5,1993,,
COL,ECH,public,t3,5,1994,,
COL,ECH,public,t3,5,1995,,
COL,ECH,public,t3,5,1996,,
COL,ECH,public,t3,5,1997,,
COL,ECH,public,t3,5,1998,,
COL,ECH,public,t3,5,1999,,
COL,ECH,public,t3,5,2000,,
COL,ECH,,t3,5,2001,1.0,
COL,ECH,,t3,5,2002,1.0,
COL,ECH,,t3,5,2003,1.0,
COL,ECH,,t3,5,2004,1.0,
COL,ECH,,t3,5,2005,1.0,
COL,ECH,public,t3,5,2006,,
COL,ECH,public,t3,5,2007,,
COL,ECH,public,t3,5,2008,,
COL,ECH,public,t3,5,2009,,
COL,ECH,public,t3,5,2010,,
COL,ECH,public,t3,5,2011,,
COL,ECH,public,t3,5,2012,,
COL,ECH,public,t3,5,2013,,
COL,ECH,public,t3,5,2014,,
COL,ECH,public,t3,5,2015,,
COL,ECH,public,t3,5,2016,,
COL,ECH,public,t3,5,2017,,
COL,ECH,public,t3,5,2018,,
COL,ECH,public,t3,5,2019,,
COL,ECH,public,t3,5,2020,,
COL,ECH,public,t3,5,2021,,
COL,ECH,public,t3,5,2022,,
COL,GEIH,public,t3,15,1986,,
COL,GEIH,public,t3,15,1989,,
COL,GEIH,public,t3,15,1990,,
COL,GEIH,public,t3,15,1991,,
COL,GEIH,public,t3,15,1992,,
COL,GEIH,public,t3,15,1993,,
COL,GEIH,public,t3,15,1994,,
COL,GEIH,public,t3,15,1995,,
COL,GEIH,public,t3,15,1996,,
COL,GEIH,public,t3,15,1997,,
COL,GEIH,public,t3,15,1998,,
COL,GEIH,public,t3,15,1999,,
COL,GEIH,public,t3,15,2000,,
COL,GEIH,public,t3,15,2001,,
COL,GEIH,public,t3,15,2002,,
COL,GEIH,public,t3,15,2003,,
COL,GEIH,public,t3,15,2004,,
COL,GEIH,public,t3,15,2005,,
COL,GEIH,,t3,15,2006,1.0,
COL,GEIH,,t3,15,2007,1.0,
COL,GEIH,,t3,15,2008,1.0,
COL,GEIH,,t3,15,2009,1.0,
COL,GEIH,,t3,15,2010,1.0,
COL,GEIH,,t3,15,2011,1.0,
COL,GEIH,,t3,15,2012,1.0,
COL,GEIH,,t3,15,2013,1.0,
COL,GEIH,,t3,15,2014,1.0,
COL,GEIH,,t3,15,2015,1.0,
COL,GEIH,,t3,15,2016,1.0,
COL,GEIH,,t3,15,2017,1.0,
COL,GEIH,,t3,15,2018,1.0,
COL,GEIH,,t3,15,2019,1.0,
COL,GEIH,public,t3,15,2020,,
COL,GEIH,,t4,1,2020,1.0,
COL,GEIH,,t3,15,2021,1.0,
COL,GEIH,,t3,15,2022,1.0,
COL,GEIH,public,t4,1,1986,,
COL,GEIH,public,t4,1,1989,,
COL,GEIH,public,t4,1,1990,,
COL,GEIH,public,t4,1,1991,,
COL,GEIH,public,t4,1,1992,,
COL,GEIH,public,t4,1,1993,,
COL,GEIH,public,t4,1,1994,,
COL,GEIH,public,t4,1,1995,,
COL,GEIH,public,t4,1,1996,,
COL,GEIH,public,t4,1,1997,,
COL,GEIH,public,t4,1,1998,,
COL,GEIH,public,t4,1,1999,,
COL,GEIH,public,t4,1,2000,,
COL,GEIH,public,t4,1,2001,,
COL,GEIH,public,t4,1,2002,,
COL,GEIH,public,t4,1,2003,,
COL,GEIH,public,t4,1,2004,,
COL,GEIH,public,t4,1,2005,,
COL,GEIH,public,t4,1,2006,,
COL,GEIH,public,t4,1,2007,,
COL,GEIH,public,t4,1,2008,,
COL,GEIH,public,t4,1,2009,,
COL,GEIH,public,t4,1,2010,,
COL,GEIH,public,t4,1,2011,,
COL,GEIH,public,t4,1,2012,,
COL,GEIH,public,t4,1,2013,,
COL,GEIH,public,t4,1,2014,,
COL,GEIH,public,t4,1,2015,,
COL,GEIH,public,t4,1,2016,,
COL,GEIH,public,t4,1,2017,,
COL,GEIH,public,t4,1,2018,,
COL,GEIH,public,t4,1,2019,,
COL,GEIH,,t3,15,2023,1.0,
COL,GEIH,,t3,15,2024,1.0,Davidv2
COL,GEIH,public,t4,1,2021,,
COL,GEIH,public,t4,1,2022,,
CRI,EHPM,public,m7,20,1986,,
CRI,EHPM,public,m7,20,1989,,
CRI,EHPM,,m7,20,1990,1.0,
CRI,EHPM,,m7,20,1991,1.0,
CRI,EHPM,,m7,20,1992,1.0,
CRI,EHPM,,m7,20,1993,1.0,
CRI,EHPM,,m7,20,1994,1.0,
CRI,EHPM,,m7,20,1995,1.0,
CRI,EHPM,,m7,20,1996,1.0,
CRI,EHPM,,m7,20,1997,1.0,
CRI,EHPM,,m7,20,1998,1.0,
CRI,EHPM,,m7,20,1999,1.0,
CRI,EHPM,,m7,20,2000,1.0,
CRI,EHPM,,m7,20,2001,1.0,
CRI,EHPM,,m7,20,2002,1.0,
CRI,EHPM,,m7,20,2003,1.0,
CRI,EHPM,,m7,20,2004,1.0,
CRI,EHPM,,m7,20,2005,1.0,
CRI,EHPM,,m7,20,2006,1.0,
CRI,EHPM,,m7,20,2007,1.0,
CRI,EHPM,,m7,20,2008,1.0,
CRI,EHPM,,m7,20,2009,1.0,
CRI,EHPM,public,m7,20,2010,,
CRI,EHPM,public,m7,20,2011,,
CRI,EHPM,public,m7,20,2012,,
CRI,EHPM,public,m7,20,2013,,
CRI,EHPM,public,m7,20,2014,,
CRI,EHPM,public,m7,20,2015,,
CRI,EHPM,public,m7,20,2016,,
CRI,EHPM,public,m7,20,2017,,
CRI,EHPM,public,m7,20,2018,,
CRI,EHPM,public,m7,20,2019,,
CRI,EHPM,public,m7,20,2020,,
CRI,EHPM,public,m7,20,2021,,
CRI,EHPM,public,m7,20,2022,,
CRI,ENAHO,public,m7,12,1986,,
CRI,ENAHO,public,m7,12,1989,,
CRI,ENAHO,public,m7,12,1990,,
CRI,ENAHO,public,m7,12,1991,,
CRI,ENAHO,public,m7,12,1992,,
CRI,ENAHO,public,m7,12,1993,,
CRI,ENAHO,public,m7,12,1994,,
CRI,ENAHO,public,m7,12,1995,,
CRI,ENAHO,public,m7,12,1996,,
CRI,ENAHO,public,m7,12,1997,,
CRI,ENAHO,public,m7,12,1998,,
CRI,ENAHO,public,m7,12,1999,,
CRI,ENAHO,public,m7,12,2000,,
CRI,ENAHO,public,m7,12,2001,,
CRI,ENAHO,public,m7,12,2002,,
CRI,ENAHO,public,m7,12,2003,,
CRI,ENAHO,public,m7,12,2004,,
CRI,ENAHO,public,m7,12,2005,,
CRI,ENAHO,public,m7,12,2006,,
CRI,ENAHO,public,m7,12,2007,,
CRI,ENAHO,public,m7,12,2008,,
CRI,ENAHO,public,m7,12,2009,,
CRI,ENAHO,,m7,12,2010,1.0,
CRI,ENAHO,,m7,12,2011,1.0,
CRI,ENAHO,,m7,12,2012,1.0,
CRI,ENAHO,,m7,12,2013,1.0,
CRI,ENAHO,,m7,12,2014,1.0,
CRI,ENAHO,,m7,12,2015,1.0,
CRI,ENAHO,,m7,12,2016,1.0,
CRI,ENAHO,,m7,12,2017,1.0,
CRI,ENAHO,,m7,12,2018,1.0,
CRI,ENAHO,,m7,12,2019,1.0,
CRI,ENAHO,,m7,12,2020,1.0,
CRI,ENAHO,,m7,12,2021,1.0,
CRI,ENAHO,,m7,12,2022,1.0,
DOM,ENFT,restricted,m6,1,1986,,
DOM,ENFT,restricted,m6,1,1989,,
DOM,ENFT,restricted,m6,1,1990,,
DOM,ENFT,restricted,m6,1,1991,,
DOM,ENFT,restricted,m6,1,1992,,
DOM,ENFT,restricted,m6,1,1993,,
DOM,ENFT,restricted,m6,1,1994,,
CRI,ENAHO,,m7,12,2023,1.0,
CRI,ENAHO,,m7,12,2024,1.0,Davidv2
DOM,ENFT,restricted,m6,1,1996,,
DOM,ENFT,restricted,m6,1,1997,,
DOM,ENFT,restricted,m6,1,1998,,
DOM,ENFT,restricted,m6,1,1999,,
DOM,ENFT,restricted,m6,1,2000,,
DOM,ENFT,restricted,m6,1,2001,,
DOM,ENFT,restricted,m6,1,2002,,
DOM,ENFT,restricted,m6,1,2003,,
DOM,ENFT,restricted,m6,1,2004,,
DOM,ENFT,restricted,m6,1,2005,,
DOM,ENFT,restricted,m6,1,2006,,
DOM,ENFT,restricted,m6,1,2007,,
DOM,ENFT,restricted,m6,1,2008,,
DOM,ENFT,restricted,m6,1,2009,,
DOM,ENFT,restricted,m6,1,2010,,
DOM,ENFT,restricted,m6,1,2011,,
DOM,ENFT,restricted,m6,1,2012,,
DOM,ENFT,restricted,m6,1,2013,,
DOM,ENFT,restricted,m6,1,2014,,
DOM,ENFT,restricted,m6,1,2015,,
DOM,ENFT,restricted,m6,1,2016,,
DOM,ENFT,restricted,m6,1,2017,,
DOM,ENFT,restricted,m6,1,2018,,
DOM,ENFT,restricted,m6,1,2019,,
DOM,ENFT,restricted,m6,1,2020,,
DOM,ENFT,restricted,m6,1,2021,,
DOM,ENFT,restricted,m6,1,2022,,
DOM,ENFT,restricted,m2,1,1986,,
DOM,ENFT,restricted,m2,1,1989,,
DOM,ENFT,restricted,m2,1,1990,,
DOM,ENFT,restricted,m2,1,1991,,
DOM,ENFT,restricted,m2,1,1992,,
DOM,ENFT,restricted,m2,1,1993,,
DOM,ENFT,restricted,m2,1,1994,,
DOM,ENFT,restricted,m2,1,1995,,
DOM,ENFT,,m6,1,1995,1.0,
DOM,ENFT,restricted,m2,1,1997,,
DOM,ENFT,restricted,m2,1,1998,,
DOM,ENFT,restricted,m2,1,1999,,
DOM,ENFT,restricted,m2,1,2000,,
DOM,ENFT,restricted,m2,1,2001,,
DOM,ENFT,restricted,m2,1,2002,,
DOM,ENFT,restricted,m2,1,2003,,
DOM,ENFT,restricted,m2,1,2004,,
DOM,ENFT,restricted,m2,1,2005,,
DOM,ENFT,restricted,m2,1,2006,,
DOM,ENFT,restricted,m2,1,2007,,
DOM,ENFT,restricted,m2,1,2008,,
DOM,ENFT,restricted,m2,1,2009,,
DOM,ENFT,restricted,m2,1,2010,,
DOM,ENFT,restricted,m2,1,2011,,
DOM,ENFT,restricted,m2,1,2012,,
DOM,ENFT,restricted,m2,1,2013,,
DOM,ENFT,restricted,m2,1,2014,,
DOM,ENFT,restricted,m2,1,2015,,
DOM,ENFT,restricted,m2,1,2016,,
DOM,ENFT,restricted,m2,1,2017,,
DOM,ENFT,restricted,m2,1,2018,,
DOM,ENFT,restricted,m2,1,2019,,
DOM,ENFT,restricted,m2,1,2020,,
DOM,ENFT,restricted,m2,1,2021,,
DOM,ENFT,restricted,m2,1,2022,,
DOM,ENFT,restricted,m4,1,1986,,
DOM,ENFT,restricted,m4,1,1989,,
DOM,ENFT,restricted,m4,1,1990,,
DOM,ENFT,restricted,m4,1,1991,,
DOM,ENFT,restricted,m4,1,1992,,
DOM,ENFT,restricted,m4,1,1993,,
DOM,ENFT,restricted,m4,1,1994,,
DOM,ENFT,restricted,m4,1,1995,,
DOM,ENFT,restricted,m4,1,1996,,
DOM,ENFT,,m2,1,1996,1.0,
DOM,ENFT,restricted,m4,1,1998,,
DOM,ENFT,restricted,m4,1,1999,,
DOM,ENFT,restricted,m4,1,2000,,
DOM,ENFT,restricted,m4,1,2001,,
DOM,ENFT,restricted,m4,1,2002,,
DOM,ENFT,restricted,m4,1,2003,,
DOM,ENFT,restricted,m4,1,2004,,
DOM,ENFT,restricted,m4,1,2005,,
DOM,ENFT,restricted,m4,1,2006,,
DOM,ENFT,restricted,m4,1,2007,,
DOM,ENFT,restricted,m4,1,2008,,
DOM,ENFT,restricted,m4,1,2009,,
DOM,ENFT,restricted,m4,1,2010,,
DOM,ENFT,restricted,m4,1,2011,,
DOM,ENFT,restricted,m4,1,2012,,
DOM,ENFT,restricted,m4,1,2013,,
DOM,ENFT,restricted,m4,1,2014,,
DOM,ENFT,restricted,m4,1,2015,,
DOM,ENFT,restricted,m4,1,2016,,
DOM,ENFT,restricted,m4,1,2017,,
DOM,ENFT,restricted,m4,1,2018,,
DOM,ENFT,restricted,m4,1,2019,,
DOM,ENFT,restricted,m4,1,2020,,
DOM,ENFT,restricted,m4,1,2021,,
DOM,ENFT,restricted,m4,1,2022,,
DOM,ENFT,restricted,m10,17,1986,,
DOM,ENFT,restricted,m10,17,1989,,
DOM,ENFT,restricted,m10,17,1990,,
DOM,ENFT,restricted,m10,17,1991,,
DOM,ENFT,restricted,m10,17,1992,,
DOM,ENFT,restricted,m10,17,1993,,
DOM,ENFT,restricted,m10,17,1994,,
DOM,ENFT,restricted,m10,17,1995,,
DOM,ENFT,restricted,m10,17,1996,,
DOM,ENFT,restricted,m10,17,1997,,
DOM,ENFT,restricted,m10,17,1998,,
DOM,ENFT,restricted,m10,17,1999,,
DOM,ENFT,,m4,1,1997,1.0,
DOM,ENFT,,m10,17,2000,1.0,
DOM,ENFT,,m10,17,2001,1.0,
DOM,ENFT,,m10,17,2002,1.0,
DOM,ENFT,,m10,17,2003,1.0,
DOM,ENFT,,m10,17,2004,1.0,
DOM,ENFT,,m10,17,2005,1.0,
DOM,ENFT,,m10,17,2006,1.0,
DOM,ENFT,,m10,17,2007,1.0,
DOM,ENFT,,m10,17,2008,1.0,
DOM,ENFT,,m10,17,2009,1.0,
DOM,ENFT,,m10,17,2010,1.0,
DOM,ENFT,,m10,17,2011,1.0,
DOM,ENFT,,m10,17,2012,1.0,
DOM,ENFT,,m10,17,2013,1.0,
DOM,ENFT,,m10,17,2014,1.0,
DOM,ENFT,,m10,17,2015,1.0,
DOM,ENFT,restricted,m10,17,2017,,
DOM,ENFT,restricted,m10,17,2018,,
DOM,ENFT,restricted,m10,17,2019,,
DOM,ENFT,restricted,m10,17,2020,,
DOM,ENFT,restricted,m10,17,2021,,
DOM,ENFT,restricted,m10,17,2022,,
DOM,ENCFT,restricted,t4,5,1986,,
DOM,ENCFT,restricted,t4,5,1989,,
DOM,ENCFT,restricted,t4,5,1990,,
DOM,ENCFT,restricted,t4,5,1991,,
DOM,ENCFT,restricted,t4,5,1992,,
DOM,ENCFT,restricted,t4,5,1993,,
DOM,ENCFT,restricted,t4,5,1994,,
DOM,ENCFT,restricted,t4,5,1995,,
DOM,ENCFT,restricted,t4,5,1996,,
DOM,ENCFT,restricted,t4,5,1997,,
DOM,ENCFT,restricted,t4,5,1998,,
DOM,ENCFT,restricted,t4,5,1999,,
DOM,ENCFT,restricted,t4,5,2000,,
DOM,ENCFT,restricted,t4,5,2001,,
DOM,ENCFT,restricted,t4,5,2002,,
DOM,ENCFT,restricted,t4,5,2003,,
DOM,ENCFT,restricted,t4,5,2004,,
DOM,ENCFT,restricted,t4,5,2005,,
DOM,ENCFT,restricted,t4,5,2006,,
DOM,ENCFT,restricted,t4,5,2007,,
DOM,ENCFT,restricted,t4,5,2008,,
DOM,ENCFT,restricted,t4,5,2009,,
DOM,ENCFT,restricted,t4,5,2010,,
DOM,ENCFT,restricted,t4,5,2011,,
DOM,ENCFT,restricted,t4,5,2012,,
DOM,ENCFT,restricted,t4,5,2013,,
DOM,ENCFT,restricted,t4,5,2014,,
DOM,ENCFT,restricted,t4,5,2015,,
DOM,ENCFT,restricted,t4,5,2016,,
DOM,ENFT,,m10,17,2016,1.0,
DOM,ENCFT,,t4,5,2017,1.0,
DOM,ENCFT,,t4,5,2018,1.0,
DOM,ENCFT,,t4,5,2019,1.0,
DOM,ENCFT,,t4,5,2020,1.0,
DOM,ENCFT,,t4,5,2021,1.0,
DOM,ENCFT,,t4,5,2022,1.0,
DOM,ENCFT,,t4,5,2023,1.0,
DOM,ENCFT,restricted,t4,5,2022,,
ECU,ENEMDU,,m11,12,1986,,
ECU,ENEMDU,,m11,12,1989,,
DOM,ENCFT,,t4,5,2024,1.0,Davidv2
ECU,ENEMDU,,m11,12,1990,1.0,
ECU,ENEMDU,,m11,12,1991,1.0,
ECU,ENEMDU,,m11,12,1992,1.0,
ECU,ENEMDU,,m11,12,1993,1.0,
ECU,ENEMDU,,m11,12,1994,1.0,
ECU,ENEMDU,,m11,12,1995,1.0,
ECU,ENEMDU,,m11,12,1996,1.0,
ECU,ENEMDU,,m11,12,1997,1.0,
ECU,ENEMDU,,m11,12,1998,1.0,
ECU,ENEMDU,,m11,12,1999,1.0,
ECU,ENEMDU,,m11,12,2001,,
ECU,ENEMDU,,m11,12,2000,1.0,
ECU,ENEMDU,,m11,12,2003,,
ECU,ENEMDU,,m11,12,2004,,
ECU,ENEMDU,,m11,12,2005,,
ECU,ENEMDU,,m11,12,2006,,
ECU,ENEMDU,,m11,12,2007,,
ECU,ENEMDU,,m11,12,2008,,
ECU,ENEMDU,,m11,12,2009,,
ECU,ENEMDU,,m11,12,2010,,
ECU,ENEMDU,,m11,12,2011,,
ECU,ENEMDU,,m11,12,2012,,
ECU,ENEMDU,,m11,12,2013,,
ECU,ENEMDU,,m11,12,2014,,
ECU,ENEMDU,,m11,12,2015,,
ECU,ENEMDU,,m11,12,2016,,
ECU,ENEMDU,,m11,12,2017,,
ECU,ENEMDU,,m11,12,2018,,
ECU,ENEMDU,,m11,12,2019,,
ECU,ENEMDU,,m11,12,2020,,
ECU,ENEMDU,,m11,12,2021,,
ECU,ENEMDU,,m11,12,2022,,
ECU,ENEMDU,,m12,20,1986,,
ECU,ENEMDU,,m12,20,1989,,
ECU,ENEMDU,,m12,20,1990,,
ECU,ENEMDU,,m12,20,1991,,
ECU,ENEMDU,,m12,20,1992,,
ECU,ENEMDU,,m12,20,1993,,
ECU,ENEMDU,,m12,20,1994,,
ECU,ENEMDU,,m12,20,1995,,
ECU,ENEMDU,,m12,20,1996,,
ECU,ENEMDU,,m12,20,1997,,
ECU,ENEMDU,,m12,20,1998,,
ECU,ENEMDU,,m12,20,1999,,
ECU,ENEMDU,,m12,20,2000,,
ECU,ENEMDU,,m12,20,2001,1.0,
ECU,ENEMDU,,m12,20,2002,,
ECU,ENEMDU,,m11,12,2002,1.0,
ECU,ENEMDU,,m12,20,2003,1.0,
ECU,ENEMDU,,m12,20,2004,1.0,
ECU,ENEMDU,,m12,20,2005,1.0,
ECU,ENEMDU,,m12,20,2006,1.0,
ECU,ENEMDU,,m12,20,2007,1.0,
ECU,ENEMDU,,m12,20,2008,1.0,
ECU,ENEMDU,,m12,20,2009,1.0,
ECU,ENEMDU,,m12,20,2010,1.0,
ECU,ENEMDU,,m12,20,2011,1.0,
ECU,ENEMDU,,m12,20,2012,1.0,
ECU,ENEMDU,,m12,20,2013,1.0,
ECU,ENEMDU,,m12,20,2014,1.0,
ECU,ENEMDU,,m12,20,2015,1.0,
ECU,ENEMDU,,m12,20,2016,1.0,
ECU,ENEMDU,,m12,20,2017,1.0,
ECU,ENEMDU,,m12,20,2018,1.0,
ECU,ENEMDU,,m12,20,2019,1.0,
ECU,ENEMDU,,m12,20,2020,1.0,
ECU,ENEMDU,,m12,20,2021,1.0,
ECU,ENEMDU,,m12,20,2022,1.0,
ECU,ENEMDU,,m12,20,2023,1.0,
GTM,ENCOVI,,m7_m11,2,1986,,
GTM,ENCOVI,,m7_m11,2,1989,,
GTM,ENCOVI,,m7_m11,2,1990,,
GTM,ENCOVI,,m7_m11,2,1991,,
GTM,ENCOVI,,m7_m11,2,1992,,
GTM,ENCOVI,,m7_m11,2,1993,,
GTM,ENCOVI,,m7_m11,2,1994,,
GTM,ENCOVI,,m7_m11,2,1995,,
GTM,ENCOVI,,m7_m11,2,1996,,
GTM,ENCOVI,,m7_m11,2,1997,,
GTM,ENCOVI,,m7_m11,2,1998,,
GTM,ENCOVI,,m7_m11,2,1999,,
ECU,ENEMDU,,m12,20,2024,1.0,Davidv2
GTM,ENCOVI,,m7_m11,2,2001,,
GTM,ENCOVI,,m7_m11,2,2002,,
GTM,ENCOVI,,m7_m11,2,2003,,
GTM,ENCOVI,,m7_m11,2,2004,,
GTM,ENCOVI,,m7_m11,2,2005,,
GTM,ENCOVI,,m7_m11,2,2000,1.0,David
GTM,ENCOVI,,m7_m11,2,2007,,
GTM,ENCOVI,,m7_m11,2,2008,,
GTM,ENCOVI,,m7_m11,2,2009,,
GTM,ENCOVI,,m7_m11,2,2010,,
GTM,ENCOVI,,m7_m11,2,2011,,
GTM,ENCOVI,,m7_m11,2,2012,,
GTM,ENCOVI,,m7_m11,2,2013,,
GTM,ENCOVI,,m7_m11,2,2014,,
GTM,ENCOVI,,m7_m11,2,2015,,
GTM,ENCOVI,,m7_m11,2,2016,,
GTM,ENCOVI,,m7_m11,2,2017,,
GTM,ENCOVI,,m7_m11,2,2018,,
GTM,ENCOVI,,m7_m11,2,2019,,
GTM,ENCOVI,,m7_m11,2,2020,,
GTM,ENCOVI,,m7_m11,2,2021,,
GTM,ENCOVI,,m7_m11,2,2022,,
GTM,ENEI,,m10_m11,1,1986,,
GTM,ENEI,,m10_m11,1,1989,,
GTM,ENEI,,m10_m11,1,1990,,
GTM,ENEI,,m10_m11,1,1991,,
GTM,ENEI,,m10_m11,1,1992,,
GTM,ENEI,,m10_m11,1,1993,,
GTM,ENEI,,m10_m11,1,1994,,
GTM,ENEI,,m10_m11,1,1995,,
GTM,ENEI,,m10_m11,1,1996,,
GTM,ENEI,,m10_m11,1,1997,,
GTM,ENEI,,m10_m11,1,1998,,
GTM,ENEI,,m10_m11,1,1999,,
GTM,ENEI,,m10_m11,1,2000,,
GTM,ENEI,,m10_m11,1,2001,,
GTM,ENEI,,m10_m11,1,2002,1.0,
GTM,ENEI,,m10_m11,1,2003,,
GTM,ENEI,,m10_m11,1,2004,,
GTM,ENEI,,m10_m11,1,2005,,
GTM,ENEI,,m10_m11,1,2006,,
GTM,ENEI,,m10_m11,1,2007,,
GTM,ENEI,,m10_m11,1,2008,,
GTM,ENEI,,m10_m11,1,2009,,
GTM,ENEI,,m10_m11,1,2010,,
GTM,ENEI,,m10_m11,1,2011,,
GTM,ENEI,,m10_m11,1,2012,,
GTM,ENEI,,m10_m11,1,2013,,
GTM,ENEI,,m10_m11,1,2014,,
GTM,ENEI,,m10_m11,1,2015,,
GTM,ENEI,,m10_m11,1,2016,,
GTM,ENEI,,m10_m11,1,2017,,
GTM,ENEI,,m10_m11,1,2018,,
GTM,ENEI,,m10_m11,1,2019,,
GTM,ENEI,,m10_m11,1,2020,,
GTM,ENEI,,m10_m11,1,2021,,
GTM,ENEI,,m10_m11,1,2022,,
GTM,ENEI,,m2_m3,1,1986,,
GTM,ENEI,,m2_m3,1,1989,,
GTM,ENEI,,m2_m3,1,1990,,
GTM,ENEI,,m2_m3,1,1991,,
GTM,ENEI,,m2_m3,1,1992,,
GTM,ENEI,,m2_m3,1,1993,,
GTM,ENEI,,m2_m3,1,1994,,
GTM,ENEI,,m2_m3,1,1995,,
GTM,ENEI,,m2_m3,1,1996,,
